case_id;wealth_index;region_combined;province;household_member;woman_member;children_under_5;house_ownership;owns_another_house;rooms_number;bedroom_number;drinking_water_source;non_drinking_water_source;toilet_location;toilet_type;heating;floor_material;refrigerator;deep_freezer;gas_electiric;microwave;dishwasher;garbage_grinder;washing_machine;washer_dryer;iron;vacuum_cleaner;lcd_plasma_tv;home_theather;television;satallite_antenna;cable_tv;dvd_vcd_player;mobile_phone;non_mobile_phone;laptop;computer;internet;air_conditioner;car;taxi_minibus;tractor;motorcycle
      031220;Middle;West - West Marmara - Urban;Balikesir;2;0;0;Owned by a HH member;Yes;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Cement;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;Yes;No;No;No
      031221;Richest;West - West Marmara - Urban;Balikesir;4;3;0;Rented;Yes;3;2;Unprotected well;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No
      031222;Middle;West - West Marmara - Urban;Balikesir;4;2;0;No rent paid;No;4;3;Protected spring;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No
      031224;Poorer;West - West Marmara - Urban;Balikesir;1;0;0;Owned by a HH member;Yes;3;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Vinly covering (marley);Yes;Yes;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
      031225;Poorer;West - West Marmara - Urban;Balikesir;2;1;0;Owned by a HH member;No;3;2;Protected spring;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Vinly covering (marley);Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      031301;Middle;West - West Marmara - Urban;Canakkale;1;0;0;Owned by a HH member;Yes;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-wood/coal;Tile;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No
      031303;Richer;West - West Marmara - Urban;Canakkale;4;1;0;No rent paid;No;3;2;Protected spring;Piped into dwelling;Inside;Flush toilet;Stove-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;Yes
      031304;Richer;West - West Marmara - Urban;Canakkale;4;4;0;Rented;No;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;No;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      031305;Richest;West - West Marmara - Urban;Canakkale;3;1;1;Owned by a HH member;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;No
      031306;Richer;West - West Marmara - Urban;Canakkale;2;2;0;Rented;Yes;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-wood/coal;Tile;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      031307;Richest;West - West Marmara - Urban;Canakkale;2;0;0;Rented;Yes;3;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-wood/coal;Mozaic;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      031308;Richer;West - West Marmara - Urban;Canakkale;2;0;0;Rented;No;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Mozaic;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      031309;Richest;West - West Marmara - Urban;Canakkale;3;1;0;Rented;No;3;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-wood/coal;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;No;No;No;No
      031310;Richest;West - West Marmara - Urban;Canakkale;6;1;0;Owned by a HH member;No;3;3;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-wood/coal;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No
      031312;Richer;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;No;5;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Wall-to-wall carpet;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;Yes;No;No;No
      031314;Richer;West - West Marmara - Urban;Canakkale;1;0;0;Owned by a HH member;No;3;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No
      031315;Poorest;West - West Marmara - Urban;Canakkale;1;0;0;Rented;No;2;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet; ;Mozaic;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No
      031316;Richer;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Other;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No
      031317;Richest;West - West Marmara - Urban;Canakkale;2;0;0;Rented;No;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;No;Yes;Yes;No;Yes;No;No;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      031318;Richest;West - West Marmara - Urban;Canakkale;2;1;0;Owned by a HH member;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;Yes;No;No;No;No;Yes;No;No
      031319;Richer;West - West Marmara - Urban;Canakkale;2;2;0;Rented;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Tile;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      031320;Poorer;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;No;2;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Tile;Yes;No;No;No;Yes;No;Yes;No;No;Yes;No;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No
      031321;Richer;West - West Marmara - Urban;Canakkale;3;0;0;Rented;No;3;3;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Mozaic;Yes;No;No;No;No;No;Yes;No;Yes;Yes;No;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      031322;Richest;West - West Marmara - Urban;Canakkale;4;3;0;Rented;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;No;Yes;No;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No
      031324;Richest;West - West Marmara - Urban;Canakkale;2;0;0;Rented;No;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-wood/coal;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      031401;Richest;West - West Marmara - Urban;Canakkale;2;1;0;Owned by a HH member;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      031402;Richest;West - West Marmara - Urban;Canakkale;4;3;0;Lodging;Yes;3;3;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;No
      031403;Richest;West - West Marmara - Urban;Canakkale;3;1;1;Lodging;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;No
      031404;Richest;West - West Marmara - Urban;Canakkale;4;2;0;Rented;Yes;4;3;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;No
      031405;Richest;West - West Marmara - Urban;Canakkale;4;1;0;Owned by a HH member;Yes;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;No;Yes;Yes;No;Yes;No;No;No
      031406;Richest;West - West Marmara - Urban;Canakkale;3;1;0;Lodging;Yes;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      031407;Richest;West - West Marmara - Urban;Canakkale;1;1;0;Rented;Yes;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;No;Yes;No;Yes;No;No;No
      031408;Richest;West - West Marmara - Urban;Canakkale;3;1;1;Lodging;No;4;4;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;No;No;No
      031409;Richer;West - West Marmara - Urban;Canakkale;3;1;1;Rented;Yes;3;1;Protected well;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      031410;Richer;West - West Marmara - Urban;Canakkale;3;1;0;Rented;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      031411;Richest;West - West Marmara - Urban;Canakkale;5;2;0;Rented;Yes;4;3;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;Yes;No;No;No
      031412;Richest;West - West Marmara - Urban;Canakkale;4;3;0;Rented;Yes;4;3;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No
      031413;Richest;West - West Marmara - Urban;Canakkale;1;0;0;Lodging;No;3;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;Yes
      031414;Richest;West - West Marmara - Urban;Canakkale;4;1;0;Rented;Yes;4;3;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;No
      031416;Richest;West - West Marmara - Urban;Canakkale;3;1;1;Owned by a HH member;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;No
      031417;Richest;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;Yes;4;1;Protected spring;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;No
      031418;Richer;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;Yes;3;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;Yes;No;No;No
      031419;Richest;West - West Marmara - Urban;Canakkale;4;4;0;Owned by a HH member;No;4;3;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      031420;Middle;West - West Marmara - Urban;Canakkale;2;0;0;Rented;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;No;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      031421;Middle;West - West Marmara - Urban;Canakkale;4;2;0;No rent paid;No;4;3;Unprotected spring;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;Yes; ;No;No;Yes;No;No;Yes;No;No;No;No;No;No
      031422;Richest;West - West Marmara - Urban;Canakkale;3;1;0;Owned by a HH member;Yes;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;No;No
      031423;Richest;West - West Marmara - Urban;Canakkale;3;2;0;Rented;Yes;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;Yes;No;No;No;No;No;Yes;No
      031425;Richest;West - West Marmara - Urban;Canakkale;2;1;0;Owned by a HH member;Yes;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;Yes;Yes
      031501;Poorer;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;No;4;1;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Tile;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      031502;Richer;West - West Marmara - Urban;Canakkale;3;1;0;Rented;Yes;3;2;Public tap/standpipe;Piped into dwelling;Inside and outside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;No
      031504;Poorest;West - West Marmara - Urban;Canakkale;1;0;0;Owned by a HH member;No;2;1;Public tap/standpipe;Piped into dwelling;Outside;Flush toilet;Stove-wood/coal;Cement;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      031505;Middle;West - West Marmara - Urban;Canakkale;4;2;0;Owned by a HH member;No;4;3;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No
      031506;Middle;West - West Marmara - Urban;Canakkale;4;2;0;Owned by a HH member;No;3;2;Public tap/standpipe;Public tap/standpipe;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;No;No;No;No;No
      031507;Richer;West - West Marmara - Urban;Canakkale;2;2;0;No rent paid;No;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No
      031508;Middle;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;No;5;1;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Tile;Yes;Yes;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;Yes;No;No;No
      031509;Richer;West - West Marmara - Urban;Canakkale;3;1;0;Rented;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Tile;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
      031510;Poorer;West - West Marmara - Urban;Canakkale;4;0;0;Owned by a HH member;No;4;2;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Tile;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;No;Yes;No;No;No;No;No;Yes
      031511;Richer;West - West Marmara - Urban;Canakkale;4;2;0;Rented;No;3;2;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Vinly covering (marley);Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;No
      031512;Poorer;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;No;3;1;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Tile;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      031513;Poorer;West - West Marmara - Urban;Canakkale;5;1;1;No rent paid;No;3;2;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Tile;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;Yes;No;No;No
      031514;Poorest;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;Yes;2;1;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Cement;Yes;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No
      031515;Richest;West - West Marmara - Urban;Canakkale;4;1;0;Owned by a HH member;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;No;No;Yes
      031516;Richest;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Tile;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;No;No;No
      031517;Poorer;West - West Marmara - Urban;Canakkale;4;1;0;No rent paid;No;4;2;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Tile;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;No;No;No
      031518;Poorer;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;No;3;1;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No
      031519;Richer;West - West Marmara - Urban;Canakkale;2;1;0;No rent paid;No;3;1;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No
      031520;Middle;West - West Marmara - Urban;Canakkale;2;1;0;Rented;Yes;3;1;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Tile;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No
      031521;Richest;West - West Marmara - Urban;Canakkale;4;1;0;Owned by a HH member;Yes;4;2;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Tile;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;No
      031522;Poorer;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;No;2;1;Public tap/standpipe;Piped into dwelling;Inside and outside;Flush toilet;Central heating-natural gas;Tile;Yes;No;No;No;No;No;Yes;No;No;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      031523;Poorest;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;No;3;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Cement;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
      031524;Middle;West - West Marmara - Urban;Canakkale;3;1;0;Owned by a HH member;No;4;2;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Tile;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;No;No;No
      031525;Richer;West - West Marmara - Urban;Canakkale;3;0;0;Owned by a HH member;Yes;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Tile;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes
      031601;Richer;West - West Marmara - Urban;Canakkale;4;2;0;Owned by a HH member;No;4;3;Protected spring;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Tile;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;No;Yes
      031602;Poorest;West - West Marmara - Urban;Canakkale;2;0;0;No rent paid;No;2;1;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Cement;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No
      031603;Poorer;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;Yes;3;1;Bottled/demijohn/pet water;Piped into dwelling;Outside;Flush toilet;Stove-wood/coal;Tile;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;Yes;No
      031604;Poorest;West - West Marmara - Urban;Canakkale;2;0;0;Owned by a HH member;Yes;4;1;Protected spring;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Wood planks;Yes;No;Yes;No;No;No;Yes;No;No;Yes;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;Yes;Yes
      031605;Poorer;West - West Marmara - Urban;Canakkale;3;1;0;Rented;No;4;2;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Parquet, polished wd;Yes;No;Yes;No;No;No;Yes;No;No;Yes;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No
      031607;Poorer;West - West Marmara - Urban;Canakkale;4;1;0;No rent paid;No;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Mozaic;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No
      031608;Richer;West - West Marmara - Urban;Canakkale;4;2;0;Owned by a HH member;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Wall-to-wall carpet;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;No;No;No;No
      031609;Poorer;West - West Marmara - Urban;Canakkale;3;1;0;Owned by a HH member;No;3;1;Public tap/standpipe;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Mozaic;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
